case_id,query,historical_rank,historical_candidate_code,historical_score,historical_candidate_history_rank,historical_precedent_ids,historical_precedent_count,historical_precedent_case_id,historical_precedent_id_unico,historical_precedent_dam,historical_precedent_serie,historical_precedent_code,historical_precedent_description,traceability_complete,normative_evidence_status,normative_doc_ids,normative_source,normative_version,normative_type,normative_document_code,normative_source_page,normative_source_line,normative_evidence_reference,has_exact_nandina8_evidence,has_hs6_evidence,has_hs4_evidence,has_chapter_evidence,normative_corpus_sha256
DA-EVAL-V02-00596,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ3T1007335,VI:L85AG4FJ3T1007335,MO:154FMI13F 41391,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:ROJO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.21172238489024,1,DA-HIST-V02-00226,1,DA-HIST-V02-00226,118-2026-10-011206-00-1,118-2026-10-011206-00,1,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG005,VI:H09SCEL12SASSG005,MO:154FMI18E06308,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:ANARANJADO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00596,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ3T1007335,VI:L85AG4FJ3T1007335,MO:154FMI13F 41391,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:ROJO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00596,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ3T1007335,VI:L85AG4FJ3T1007335,MO:154FMI13F 41391,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:ROJO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,92,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00597,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ5T1007336,VI:L85AG4FJ5T1007336,MO:154FMI13F 41383,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00597,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ5T1007336,VI:L85AG4FJ5T1007336,MO:154FMI13F 41383,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00597,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ5T1007336,VI:L85AG4FJ5T1007336,MO:154FMI13F 41383,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,82,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00598,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007337,VI:L85AG4FJ7T1007337,MO:154FMI13F 41368,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00598,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007337,VI:L85AG4FJ7T1007337,MO:154FMI13F 41368,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00598,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007337,VI:L85AG4FJ7T1007337,MO:154FMI13F 41368,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,82,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00599,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ9T1007338,VI:L85AG4FJ9T1007338,MO:154FMI13F 41377,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00599,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ9T1007338,VI:L85AG4FJ9T1007338,MO:154FMI13F 41377,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00599,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ9T1007338,VI:L85AG4FJ9T1007338,MO:154FMI13F 41377,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,82,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00600,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ0T1007339,VI:L85AG4FJ0T1007339,MO:154FMI13F 41386,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00600,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ0T1007339,VI:L85AG4FJ0T1007339,MO:154FMI13F 41386,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00600,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ0T1007339,VI:L85AG4FJ0T1007339,MO:154FMI13F 41386,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,82,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00601,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007340,VI:L85AG4FJ7T1007340,MO:154FMI13F 41389,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00601,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007340,VI:L85AG4FJ7T1007340,MO:154FMI13F 41389,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00601,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ7T1007340,VI:L85AG4FJ7T1007340,MO:154FMI13F 41389,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",3,87116000,55.868269211496575,82,DA-HIST-V02-00882,1,DA-HIST-V02-00882,118-2026-10-116515-00-88,118-2026-10-116515-00,88,87116000,"L1,MARCA:DRIVETRON,MODELO:DT01,AÑO MOD:2026 CH:000000000T0000000,VI:,MO:0000,CC:0,CO:ELECTRICO,SNTT:1 CA:MOTOCICLETA,AS:1,PA:0,FR:2X1,TT:AUT,C1:NEGRO PB:100,PN:25,CU:75 TE:ELECTRICO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87116000,NANDINA,hierarchical_v0.1,nandina_8,87116000,407,13,8711.60.00 - Propulsados con motor eléctrico u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00602,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ9T1007341,VI:L85AG4FJ9T1007341,MO:154FMI13F 41380,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",1,87032100,81.78618441140341,1,DA-HIST-V02-00231,1,DA-HIST-V02-00231,118-2026-10-011206-00-3,118-2026-10-011206-00,3,87032100,"L7,MARCA:EPQ,MODELO:SS125-1,AÑO MOD:2025 CH:H09SCEL12SASSG002,VI:H09SCEL12SASSG002,MO:154FMI14E41567,CC:125,NC:1,CO:GASOLINA,SNTT:0 CA:CUATRIMOTO,PM:5.60@7500,AS:1,PA:0,FR:4X2,TT:AUT,C1:BLANCO PB:282,PN:112,CU:170,LA:1500,AN:950,AL:960,NR:4 C2:ANARANJADO,SAC,KILOMETRAJE:1.00",1,exact_nandina8_evidence,NANDINA_87032100,NANDINA,hierarchical_v0.1,nandina_8,87032100,403,29,8703.21.00 - - De cilindrada inferior o igual a 1.000 cm3 u,1,0,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
DA-EVAL-V02-00602,"L7,MARCA:MC MOTOR`S,MODELO:AFN 125,AÑO MOD:2026 CH:L85AG4FJ9T1007341,VI:L85AG4FJ9T1007341,MO:154FMI13F 41380,CC:125,NC:1,CO:GASOLINA,SNTT: CA:CUATRIMOTO,PM:5.60@7500,AS:2,PA:1,FR:4X2,TT:AUT,C1:BLANCO PB:245,PN:115,CU:130,LA:1470,AN:1040,AL:950,NR:4 TE:CHI,SAC,KILOMETRAJE:1.00",2,87046010,58.532635139670845,77,DA-HIST-V02-00822,1,DA-HIST-V02-00822,118-2026-10-116515-00-1,118-2026-10-116515-00,1,87046010,"L2,MARCA:OPAI,MODELO:,AÑO MOD:2026 CH:HF0ZWG2A5TA009443,VI:HF0ZWG2A5TA009443,MO:140ZW6048403NAHG0094,CC:0,CO:ELECTRICO,SNTT:0 CA:TRIMOTO CARGA,PM:1000.00@40,AS:1,PA:1,FR:3X2,TT:AUT,C1:GRIS PB:305,PN:130,CU:175,LA:2600,AN:1000,AL:1100,NR:3 TE:ELECTRICO,SAC,KILOMETRAJE:1, 140ZW6048403NAHG009409",1,exact_nandina8_evidence,NANDINA_87046010,NANDINA,hierarchical_v0.1,nandina_8,87046010,404,53,"8704.60.10 - - De peso total con carga máxima inferior a 4,537 t u",1,1,1,1,f389ae6c303279cfea23697cbedb3315a5254254c2efc2450cf28f81243df175
